delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
1711907.000,139535.000,17028.000,118302.000,20438.000,36366.000,6668.000,10763.000,66.000,47.000,50.000,0.000
353764.000,54489.000,79847.000,13281.000,38535.000,21501.000,4488.000,1554.000,60.000,60.000,-12.000,0.000
1081486.000,509104.000,67174.000,47182.000,18064.000,21238.000,3159.000,3205.000,54.000,78.000,-155.000,0.000
1692899.000,479868.000,27610.000,39581.000,11504.000,33765.000,18438.000,4084.000,41.000,57.000,33.000,0.000
649898.000,566061.000,68405.000,34434.000,17291.000,29645.000,6882.000,3605.000,35.000,29.000,134.000,0.000
311530.000,73279.000,21434.000,25509.000,5424.000,5504.000,4760.000,1018.000,23.000,13.000,43.000,0.000
168748.000,164996.000,26209.000,35334.000,35267.000,16541.000,3518.000,3590.000,10.000,8.000,77.000,0.000
269071.000,87567.000,161245.000,16819.000,27330.000,35114.000,7605.000,1964.000,20.000,13.000,90.000,0.000
312038.000,233625.000,27591.000,37597.000,10307.000,11635.000,6480.000,2541.000,27.000,37.000,-3.000,0.000
629210.000,318394.000,42932.000,45688.000,44958.000,19556.000,6936.000,2378.000,24.000,41.000,-52.000,0.000
1154050.000,358037.000,62291.000,57569.000,26090.000,15669.000,7532.000,2496.000,26.000,30.000,21.000,0.000
826258.000,152760.000,34611.000,24054.000,39593.000,13191.000,14124.000,2184.000,16.000,30.000,87.000,0.000
120774.000,16583.000,12317.000,34650.000,4056.000,4198.000,1039.000,617.000,8.000,17.000,-306.000,0.000
2651119.000,277749.000,150487.000,92390.000,65571.000,25178.000,11223.000,4243.000,16.000,40.000,118.000,0.000
143045.000,43217.000,19354.000,9003.000,5345.000,4973.000,2097.000,1475.000,17.000,50.000,-33.000,0.000
609442.000,166611.000,17286.000,29592.000,62200.000,32985.000,9275.000,2335.000,26.000,56.000,67.000,0.000
1189430.000,219793.000,55347.000,160020.000,48835.000,39709.000,9161.000,2723.000,38.000,50.000,91.000,0.000
114608.000,235504.000,39745.000,78074.000,13597.000,44233.000,12382.000,4955.000,41.000,40.000,121.000,0.000
830234.000,92031.000,49610.000,37523.000,33013.000,27606.000,8534.000,1663.000,53.000,35.000,-168.000,0.000
511149.000,97849.000,19092.000,28321.000,19551.000,13009.000,10482.000,6244.000,63.000,37.000,59.000,0.000
872608.000,58402.000,13619.000,49759.000,14529.000,16136.000,1969.000,1085.000,70.000,43.000,-65.000,0.000
163704.000,40714.000,5743.000,10095.000,10671.000,6397.000,2686.000,1653.000,63.000,47.000,249.000,0.000
