delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
68230.000,31561.000,38277.000,4010.000,4945.000,8806.000,3084.000,2305.000,30.000,69.000,58.000,0.000
73235.000,18963.000,5105.000,1760.000,1245.000,2642.000,341.000,358.000,41.000,88.000,-45.000,0.000
1133326.000,242470.000,15045.000,76381.000,30810.000,23379.000,8951.000,7474.000,37.000,80.000,-13.000,0.000
1515295.000,95681.000,60446.000,11401.000,9978.000,21087.000,4969.000,5732.000,38.000,77.000,67.000,0.000
285364.000,130542.000,889.000,9689.000,11383.000,5381.000,4382.000,1227.000,47.000,60.000,69.000,0.000
469942.000,14481.000,4677.000,3274.000,4102.000,1658.000,1462.000,215.000,30.000,35.000,5.000,0.000
323865.000,104798.000,62032.000,27130.000,7865.000,8586.000,3715.000,1303.000,27.000,38.000,-58.000,0.000
1440055.000,490991.000,61054.000,16125.000,54465.000,44011.000,12111.000,2175.000,23.000,47.000,3.000,0.000
860746.000,525192.000,64874.000,3460.000,21630.000,23112.000,7581.000,4742.000,16.000,34.000,-317.000,0.000
2978540.000,332701.000,11430.000,18276.000,39453.000,26917.000,15120.000,6574.000,16.000,38.000,51.000,0.000
1242974.000,367151.000,21637.000,49451.000,53629.000,36092.000,20114.000,9355.000,16.000,21.000,148.000,0.000
1250692.000,87753.000,48162.000,15439.000,17970.000,15940.000,12967.000,6486.000,23.000,8.000,-263.000,0.000
619942.000,894542.000,186863.000,97595.000,43935.000,33181.000,13396.000,6308.000,27.000,21.000,43.000,0.000
759262.000,30116.000,18175.000,6856.000,8650.000,5223.000,2760.000,971.000,26.000,29.000,-18.000,0.000
923039.000,274468.000,39667.000,103299.000,67555.000,23995.000,17404.000,11455.000,29.000,50.000,182.000,0.000
132958.000,334360.000,22172.000,56807.000,18744.000,43564.000,16808.000,6214.000,24.000,57.000,141.000,0.000
60951.000,30510.000,301.000,1587.000,845.000,1203.000,1047.000,553.000,24.000,48.000,58.000,0.000
307645.000,49051.000,12481.000,2873.000,6281.000,13347.000,1896.000,1083.000,26.000,30.000,102.000,0.000
838334.000,37378.000,46447.000,18033.000,10875.000,51184.000,4861.000,1841.000,37.000,21.000,12.000,0.000
1139206.000,117882.000,19269.000,7236.000,4059.000,4660.000,4361.000,1234.000,64.000,26.000,211.000,0.000
109608.000,14788.000,3741.000,2365.000,3045.000,1477.000,626.000,329.000,50.000,26.000,-36.000,0.000
521453.000,119393.000,13599.000,19941.000,25370.000,17272.000,20268.000,2552.000,56.000,43.000,72.000,0.000
1092603.000,177468.000,27855.000,24551.000,43962.000,35263.000,11493.000,4111.000,50.000,43.000,73.000,0.000
1009953.000,84078.000,14637.000,5573.000,52515.000,25481.000,6197.000,5820.000,34.000,30.000,-307.000,0.000
1920886.000,899274.000,232884.000,77035.000,44377.000,59320.000,16392.000,14507.000,60.000,27.000,228.000,0.000
265869.000,58522.000,19351.000,18892.000,6397.000,3924.000,4600.000,1006.000,54.000,27.000,24.000,0.000
313768.000,40362.000,2984.000,26760.000,7524.000,7413.000,1795.000,1227.000,43.000,37.000,128.000,0.000
216624.000,45297.000,14180.000,15352.000,9135.000,12784.000,2752.000,3404.000,38.000,47.000,-433.000,0.000
769464.000,233830.000,74028.000,38552.000,22303.000,7302.000,1943.000,2092.000,34.000,57.000,97.000,0.000
195290.000,53316.000,71593.000,9826.000,27467.000,23545.000,7221.000,2875.000,23.000,60.000,-52.000,0.000
1259931.000,159544.000,28401.000,9654.000,23087.000,26679.000,10784.000,5427.000,40.000,63.000,-22.000,0.000
660123.000,113029.000,73257.000,77199.000,11796.000,9368.000,5421.000,4675.000,43.000,53.000,150.000,0.000
1609898.000,565929.000,90526.000,41270.000,21422.000,16023.000,14008.000,6741.000,23.000,63.000,-202.000,0.000
2238222.000,401088.000,116795.000,54545.000,66418.000,25224.000,7269.000,6148.000,24.000,57.000,161.000,0.000
89765.000,75114.000,25255.000,20709.000,4657.000,4119.000,3037.000,1310.000,8.000,50.000,154.000,0.000
175335.000,5773.000,929.000,1702.000,609.000,1192.000,461.000,223.000,1.000,60.000,41.000,0.000
400138.000,30856.000,6756.000,3891.000,8490.000,8624.000,3398.000,1280.000,8.000,48.000,171.000,0.000
702832.000,94721.000,32741.000,33869.000,8341.000,9264.000,3397.000,1019.000,37.000,48.000,83.000,0.000
280757.000,155265.000,7450.000,56780.000,16086.000,14122.000,5130.000,1230.000,41.000,54.000,-119.000,0.000
38968.000,11697.000,2006.000,4615.000,2944.000,1606.000,474.000,251.000,48.000,51.000,71.000,0.000
559890.000,53828.000,17531.000,15830.000,20098.000,11461.000,2807.000,2841.000,41.000,51.000,49.000,0.000
228092.000,20994.000,6835.000,11026.000,3638.000,6061.000,1753.000,4027.000,37.000,57.000,205.000,0.000
101510.000,4410.000,3731.000,1424.000,1060.000,2878.000,887.000,192.000,47.000,56.000,-21.000,0.000
152534.000,31966.000,11500.000,7870.000,7499.000,3982.000,3043.000,1311.000,66.000,61.000,-214.000,0.000
1898506.000,193011.000,68095.000,75604.000,11661.000,11966.000,11378.000,3548.000,66.000,63.000,65.000,0.000
654377.000,31749.000,12572.000,7417.000,6653.000,12829.000,1533.000,931.000,48.000,67.000,-54.000,0.000
322757.000,27106.000,21359.000,9388.000,5743.000,8254.000,2303.000,2220.000,54.000,63.000,-21.000,0.000
577821.000,143221.000,9473.000,69229.000,49659.000,17299.000,13596.000,5220.000,47.000,66.000,104.000,0.000
633692.000,19126.000,18236.000,9603.000,1495.000,7310.000,3877.000,1230.000,47.000,64.000,4.000,0.000
476639.000,159656.000,44102.000,13697.000,11410.000,12101.000,8589.000,1276.000,66.000,67.000,-229.000,0.000
1263973.000,152343.000,8633.000,9675.000,8718.000,6859.000,2669.000,2118.000,47.000,66.000,-1.000,0.000
172921.000,89752.000,8718.000,14148.000,9456.000,6137.000,5421.000,1317.000,29.000,48.000,-278.000,0.000
3059567.000,37514.000,33204.000,26816.000,8202.000,5917.000,5166.000,1502.000,24.000,43.000,-20.000,0.000
486060.000,98583.000,64850.000,9076.000,9148.000,16410.000,12990.000,2121.000,11.000,44.000,25.000,0.000
301808.000,206422.000,80526.000,2697.000,55583.000,13679.000,8882.000,3215.000,21.000,50.000,-41.000,0.000
1231510.000,304909.000,171595.000,44161.000,35482.000,7583.000,9102.000,1732.000,23.000,60.000,69.000,0.000
954590.000,30624.000,10309.000,13727.000,9370.000,4894.000,5377.000,663.000,11.000,69.000,129.000,0.000
264492.000,190624.000,14097.000,14664.000,10684.000,11166.000,23232.000,5856.000,17.000,63.000,24.000,0.000
750205.000,80417.000,10538.000,1529.000,5825.000,2831.000,3499.000,2424.000,11.000,50.000,49.000,0.000
491299.000,148708.000,40060.000,37822.000,22071.000,25556.000,4340.000,1351.000,10.000,41.000,52.000,0.000
326897.000,135214.000,18960.000,9595.000,7180.000,3236.000,3537.000,470.000,34.000,38.000,50.000,0.000
592686.000,53125.000,7355.000,1580.000,4803.000,5253.000,4552.000,1376.000,16.000,27.000,17.000,0.000
441262.000,129881.000,13189.000,47919.000,29085.000,16032.000,6004.000,4700.000,21.000,26.000,70.000,0.000
1404453.000,200245.000,105756.000,68207.000,23192.000,39318.000,9930.000,2042.000,34.000,37.000,115.000,0.000
273716.000,201377.000,36551.000,52118.000,24132.000,24222.000,10815.000,2681.000,34.000,40.000,41.000,0.000
2092495.000,113463.000,49461.000,51328.000,34559.000,12887.000,8040.000,2194.000,48.000,44.000,-78.000,0.000
1243575.000,300892.000,13498.000,45861.000,13573.000,17346.000,10902.000,8110.000,44.000,60.000,36.000,0.000
219169.000,56766.000,17519.000,42841.000,58284.000,42057.000,8865.000,3800.000,38.000,53.000,-1218.000,0.000
845912.000,32132.000,4964.000,3262.000,2308.000,3686.000,1159.000,366.000,53.000,48.000,-13.000,0.000
476169.000,53427.000,29738.000,14674.000,9199.000,5889.000,1210.000,856.000,53.000,48.000,-53.000,0.000
442400.000,54724.000,6660.000,10093.000,16690.000,5414.000,2211.000,987.000,50.000,54.000,-245.000,0.000
858506.000,259229.000,120482.000,56798.000,25304.000,28618.000,10993.000,7462.000,53.000,44.000,-56.000,0.000
1654538.000,287419.000,51276.000,66774.000,24127.000,35503.000,15570.000,10912.000,54.000,54.000,229.000,0.000
808170.000,182071.000,70709.000,36257.000,21240.000,39938.000,17186.000,4026.000,38.000,54.000,-88.000,0.000
1288602.000,163827.000,19690.000,9612.000,19917.000,3659.000,7618.000,1203.000,48.000,51.000,0.000,0.000
963240.000,108356.000,25971.000,114716.000,97832.000,30542.000,23315.000,2021.000,34.000,48.000,-229.000,0.000
682393.000,211767.000,41705.000,16912.000,11634.000,6246.000,5534.000,626.000,40.000,50.000,73.000,0.000
901520.000,541507.000,52174.000,59651.000,36086.000,71741.000,13429.000,5882.000,23.000,47.000,-18.000,0.000
1370648.000,216577.000,144085.000,71916.000,29424.000,24613.000,14659.000,2553.000,21.000,37.000,-54.000,0.000
207397.000,150039.000,89778.000,24058.000,64208.000,27772.000,6225.000,4521.000,34.000,51.000,108.000,0.000
71958.000,117510.000,67417.000,70255.000,24604.000,62244.000,14933.000,7119.000,30.000,50.000,8.000,0.000
204291.000,96886.000,237947.000,25137.000,14124.000,23871.000,14302.000,6073.000,60.000,60.000,40.000,0.000
252834.000,37444.000,9177.000,10606.000,6395.000,8562.000,3606.000,2354.000,53.000,83.000,-37.000,0.000
232823.000,10156.000,9445.000,4140.000,3380.000,12945.000,2746.000,4422.000,64.000,77.000,42.000,0.000
423701.000,43432.000,30273.000,23443.000,44729.000,39181.000,14828.000,3385.000,84.000,78.000,18.000,0.000
279548.000,33980.000,18647.000,4216.000,8633.000,6176.000,3054.000,1886.000,91.000,74.000,64.000,0.000
25491.000,55548.000,2740.000,8646.000,5513.000,4324.000,2457.000,795.000,96.000,60.000,20.000,0.000
2082907.000,321142.000,42771.000,55404.000,15846.000,14100.000,15846.000,4542.000,87.000,51.000,24.000,0.000
1069085.000,291407.000,46792.000,41249.000,91411.000,21747.000,12422.000,4547.000,54.000,44.000,352.000,0.000
352041.000,25735.000,7696.000,4110.000,8772.000,9405.000,2910.000,2367.000,30.000,38.000,-233.000,0.000
817387.000,120298.000,16265.000,37508.000,13250.000,10945.000,5411.000,3026.000,40.000,34.000,6.000,0.000
137997.000,37805.000,11704.000,17289.000,7523.000,7158.000,5652.000,2014.000,40.000,40.000,18.000,0.000
335721.000,8832.000,28896.000,24790.000,5453.000,7076.000,2310.000,535.000,53.000,48.000,28.000,0.000
427354.000,190869.000,12102.000,38860.000,33946.000,21384.000,13905.000,4419.000,60.000,70.000,68.000,0.000
894273.000,68682.000,9194.000,85730.000,31973.000,25813.000,4065.000,5629.000,48.000,67.000,19.000,0.000
161658.000,44377.000,12314.000,21637.000,20958.000,8361.000,2497.000,1510.000,57.000,75.000,33.000,0.000
738942.000,19816.000,22854.000,9125.000,3657.000,10514.000,6587.000,1237.000,60.000,74.000,27.000,0.000
450430.000,327543.000,59984.000,77308.000,35652.000,51344.000,10631.000,2372.000,67.000,63.000,363.000,0.000
58915.000,64260.000,4461.000,2212.000,1153.000,2850.000,1341.000,726.000,69.000,67.000,10.000,0.000
1255429.000,937068.000,134766.000,70438.000,25252.000,23712.000,18046.000,4151.000,54.000,50.000,136.000,0.000
617113.000,116394.000,17305.000,23533.000,8001.000,4287.000,3909.000,3152.000,35.000,40.000,19.000,0.000
936611.000,424442.000,26200.000,216297.000,44529.000,28520.000,12623.000,6129.000,11.000,29.000,25.000,0.000
1030978.000,140482.000,31230.000,5128.000,16443.000,7771.000,6822.000,2447.000,1.000,30.000,281.000,0.000
41227.000,39677.000,1368.000,1652.000,4397.000,1603.000,1018.000,300.000,3.000,40.000,123.000,0.000
417762.000,62857.000,8497.000,10512.000,8350.000,4483.000,5896.000,1396.000,10.000,27.000,150.000,0.000
1029743.000,509012.000,30204.000,36213.000,13386.000,27643.000,22895.000,3880.000,17.000,26.000,34.000,0.000
110556.000,15835.000,288.000,1035.000,1927.000,976.000,1255.000,505.000,20.000,14.000,100.000,0.000
55667.000,5912.000,1703.000,3460.000,678.000,2354.000,1566.000,216.000,21.000,3.000,-205.000,0.000
1953887.000,155194.000,26128.000,49148.000,73180.000,18372.000,8335.000,1986.000,43.000,24.000,-1.000,0.000
1029876.000,97032.000,1555.000,37307.000,19189.000,8442.000,25796.000,7680.000,47.000,26.000,32.000,0.000
653233.000,29304.000,11742.000,8736.000,8655.000,1885.000,2113.000,561.000,48.000,35.000,13.000,0.000
472158.000,57210.000,37868.000,26387.000,10079.000,15555.000,13398.000,2490.000,43.000,54.000,73.000,0.000
239733.000,31855.000,9435.000,18487.000,2117.000,4098.000,4563.000,623.000,38.000,56.000,-77.000,0.000
1321831.000,26446.000,37781.000,30579.000,33337.000,43352.000,20585.000,6821.000,38.000,64.000,-35.000,0.000
1095408.000,158640.000,19540.000,23486.000,27765.000,27202.000,28195.000,3346.000,60.000,74.000,219.000,0.000
803437.000,24707.000,5770.000,5603.000,13264.000,20265.000,5976.000,2247.000,75.000,64.000,167.000,0.000
160899.000,59087.000,16752.000,3176.000,21068.000,4918.000,4292.000,1638.000,91.000,51.000,7.000,0.000
758216.000,63470.000,8040.000,65750.000,48614.000,24679.000,14022.000,14875.000,90.000,40.000,-65.000,0.000
1088040.000,12002.000,5057.000,4705.000,8242.000,3765.000,1655.000,624.000,78.000,38.000,-99.000,0.000
467860.000,1054895.000,283928.000,122200.000,68076.000,28334.000,23968.000,8368.000,81.000,44.000,179.000,0.000
139474.000,12123.000,483.000,10552.000,9933.000,4539.000,1653.000,720.000,43.000,51.000,118.000,0.000
616028.000,153837.000,4233.000,32672.000,15808.000,20552.000,13739.000,3303.000,56.000,56.000,29.000,0.000
454844.000,77427.000,17313.000,31798.000,13391.000,27327.000,22152.000,6881.000,51.000,48.000,77.000,0.000
303882.000,38616.000,4936.000,14001.000,3315.000,5946.000,2696.000,2078.000,53.000,47.000,-201.000,0.000
