delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
509789.000,49717.000,23910.000,23716.000,15077.000,18128.000,6745.000,3861.000,1.000,69.000,-11.000,0.000
1844353.000,63629.000,27474.000,26183.000,12057.000,12155.000,15595.000,3874.000,29.000,78.000,4.000,0.000
133512.000,27479.000,5628.000,13001.000,9090.000,6141.000,7162.000,899.000,21.000,83.000,152.000,0.000
379628.000,134201.000,73085.000,65577.000,21820.000,20164.000,19479.000,12344.000,41.000,90.000,-19.000,0.000
140077.000,51551.000,5076.000,31509.000,14131.000,4505.000,2822.000,3337.000,51.000,83.000,86.000,0.000
1350664.000,158866.000,16644.000,23085.000,18454.000,17344.000,15093.000,10947.000,35.000,81.000,-168.000,0.000
668642.000,211480.000,10258.000,16888.000,4420.000,12695.000,17908.000,3055.000,34.000,69.000,-11.000,0.000
629467.000,85971.000,14711.000,17543.000,10583.000,24812.000,21089.000,4095.000,21.000,56.000,-52.000,0.000
1756367.000,127309.000,14371.000,13268.000,8791.000,9716.000,4430.000,852.000,37.000,43.000,-77.000,0.000
1219397.000,671783.000,11285.000,16864.000,27496.000,15647.000,20629.000,5585.000,40.000,34.000,64.000,0.000
115108.000,25444.000,5513.000,4165.000,3040.000,5002.000,2934.000,2978.000,21.000,14.000,60.000,0.000
805998.000,12515.000,8867.000,12696.000,10157.000,7575.000,1509.000,776.000,35.000,24.000,49.000,0.000
1134637.000,116724.000,14488.000,29640.000,6946.000,22218.000,41797.000,13286.000,35.000,35.000,9.000,0.000
943152.000,52377.000,27256.000,3717.000,4951.000,2679.000,1579.000,375.000,44.000,40.000,93.000,0.000
293682.000,37226.000,4342.000,9031.000,5573.000,7200.000,5913.000,1010.000,48.000,67.000,9.000,0.000
772115.000,99453.000,51985.000,6437.000,8367.000,14034.000,18152.000,3463.000,50.000,67.000,48.000,0.000
303976.000,30556.000,13301.000,12529.000,4724.000,3721.000,3293.000,1964.000,38.000,63.000,-264.000,0.000
1180388.000,56499.000,26002.000,17077.000,15112.000,4336.000,3283.000,661.000,29.000,70.000,194.000,0.000
233581.000,40398.000,5639.000,14113.000,3048.000,3046.000,1906.000,1333.000,34.000,70.000,280.000,0.000
314482.000,16896.000,3666.000,8667.000,1323.000,8938.000,4851.000,818.000,17.000,77.000,8.000,0.000
209323.000,380461.000,66706.000,3676.000,15097.000,37797.000,9791.000,1464.000,35.000,77.000,55.000,0.000
868379.000,95914.000,54455.000,29716.000,38278.000,18767.000,18773.000,11967.000,38.000,61.000,69.000,0.000
800395.000,99560.000,25833.000,29049.000,21636.000,31494.000,8965.000,6917.000,51.000,61.000,-4.000,0.000
404105.000,200790.000,90830.000,29497.000,30538.000,29250.000,5836.000,12464.000,69.000,57.000,42.000,0.000
611274.000,120854.000,27052.000,38169.000,44037.000,19890.000,12921.000,5516.000,54.000,57.000,80.000,0.000
548145.000,74709.000,6285.000,6745.000,12323.000,6193.000,3479.000,745.000,57.000,66.000,80.000,0.000
1326807.000,92540.000,43621.000,62142.000,23933.000,32498.000,20150.000,3465.000,51.000,51.000,8.000,0.000
1714639.000,93780.000,34499.000,13897.000,39537.000,18919.000,6301.000,1934.000,48.000,57.000,57.000,0.000
55261.000,21154.000,6200.000,4212.000,7448.000,2764.000,5440.000,419.000,53.000,53.000,87.000,0.000
172263.000,54967.000,3135.000,13175.000,5100.000,3627.000,4270.000,2141.000,50.000,53.000,17.000,0.000
806994.000,273412.000,14411.000,13845.000,16398.000,6339.000,8484.000,940.000,44.000,60.000,130.000,0.000
439484.000,248659.000,34470.000,49967.000,20183.000,22996.000,5952.000,3581.000,17.000,38.000,36.000,0.000
410438.000,55375.000,11639.000,5068.000,7208.000,4598.000,5045.000,1303.000,10.000,38.000,6.000,0.000
193454.000,59534.000,27150.000,8776.000,16430.000,20696.000,16039.000,4734.000,7.000,35.000,34.000,0.000
322329.000,133784.000,64284.000,4461.000,32368.000,35116.000,7606.000,3979.000,24.000,40.000,50.000,0.000
74903.000,20210.000,17471.000,5959.000,11658.000,5688.000,2474.000,582.000,53.000,54.000,19.000,0.000
623646.000,231760.000,32782.000,36773.000,9272.000,44151.000,17154.000,8090.000,61.000,63.000,97.000,0.000
138448.000,52904.000,3423.000,2737.000,13642.000,2358.000,3000.000,414.000,70.000,63.000,-145.000,0.000
206385.000,88437.000,70125.000,33575.000,14283.000,17705.000,4551.000,3364.000,50.000,47.000,64.000,0.000
173886.000,52453.000,26408.000,25239.000,4490.000,4245.000,1731.000,2191.000,41.000,56.000,-202.000,0.000
1218356.000,42675.000,13602.000,11701.000,9259.000,4162.000,965.000,962.000,27.000,60.000,9.000,0.000
1474075.000,273065.000,114067.000,73630.000,27874.000,42641.000,9738.000,6675.000,17.000,66.000,216.000,0.000
1800416.000,88544.000,63716.000,47532.000,27066.000,17438.000,24557.000,2124.000,27.000,87.000,57.000,0.000
530991.000,44292.000,62869.000,17312.000,47769.000,17033.000,20265.000,4437.000,26.000,84.000,77.000,0.000
214467.000,33747.000,4062.000,2626.000,9799.000,5181.000,2620.000,603.000,40.000,83.000,27.000,0.000
521616.000,66483.000,12185.000,60556.000,31498.000,49557.000,12688.000,7616.000,50.000,70.000,-92.000,0.000
1954308.000,283568.000,95704.000,77649.000,46941.000,37734.000,11418.000,6062.000,67.000,69.000,112.000,0.000
945421.000,241331.000,97148.000,71020.000,18870.000,21145.000,18142.000,3933.000,67.000,63.000,96.000,0.000
413315.000,197835.000,14853.000,8386.000,15961.000,43794.000,8255.000,5685.000,54.000,61.000,-115.000,0.000
189771.000,418971.000,26456.000,86564.000,29974.000,21715.000,30883.000,4533.000,60.000,56.000,41.000,0.000
127151.000,324325.000,181517.000,52977.000,19697.000,28135.000,9823.000,4755.000,30.000,48.000,103.000,0.000
134047.000,85938.000,13395.000,5833.000,10689.000,7444.000,3421.000,2380.000,24.000,51.000,24.000,0.000
696860.000,30641.000,17203.000,26095.000,5550.000,14883.000,3366.000,1918.000,27.000,40.000,-9.000,0.000
357588.000,49345.000,8214.000,11848.000,7232.000,5348.000,1627.000,637.000,27.000,64.000,144.000,0.000
126079.000,165460.000,14752.000,8788.000,11221.000,8650.000,2768.000,1931.000,38.000,66.000,41.000,0.000
202902.000,32603.000,22517.000,7596.000,17597.000,11220.000,4147.000,2408.000,38.000,50.000,21.000,0.000
482865.000,41657.000,8405.000,8090.000,7907.000,3501.000,4557.000,2279.000,48.000,60.000,22.000,0.000
827646.000,37047.000,138235.000,87602.000,9522.000,18804.000,18406.000,7797.000,30.000,50.000,150.000,0.000
