delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
895399.000,4459.000,2103.000,3951.000,966.000,749.000,128.000,43.000,75.000,41.000,33.000,0.000
682810.000,121271.000,33608.000,17167.000,7128.000,4995.000,4984.000,1623.000,75.000,41.000,-204.000,0.000
1019080.000,70924.000,35151.000,10731.000,32954.000,10993.000,1988.000,1507.000,51.000,47.000,71.000,0.000
468320.000,128496.000,83872.000,22050.000,34329.000,33977.000,9829.000,2817.000,53.000,44.000,101.000,0.000
227510.000,47516.000,41515.000,41999.000,37082.000,21251.000,12062.000,4493.000,51.000,44.000,112.000,0.000
84557.000,40936.000,8064.000,5114.000,6361.000,6784.000,1709.000,829.000,44.000,54.000,32.000,0.000
929301.000,124746.000,73724.000,76129.000,43639.000,19823.000,6717.000,2225.000,60.000,50.000,41.000,0.000
48949.000,104028.000,40837.000,95137.000,26005.000,20525.000,5206.000,2820.000,56.000,60.000,-136.000,0.000
1013188.000,115297.000,31435.000,41206.000,32243.000,7965.000,7051.000,2341.000,51.000,66.000,-201.000,0.000
1058747.000,49877.000,81319.000,28783.000,11895.000,26438.000,7477.000,2816.000,38.000,60.000,81.000,0.000
130250.000,26408.000,4281.000,9982.000,5082.000,7906.000,1905.000,1227.000,41.000,80.000,-11.000,0.000
329703.000,14169.000,2495.000,12462.000,8748.000,7632.000,1920.000,584.000,53.000,69.000,24.000,0.000
581958.000,63672.000,51796.000,42662.000,103777.000,21530.000,6351.000,4353.000,63.000,61.000,192.000,0.000
660000.000,16311.000,12771.000,3254.000,7118.000,7754.000,4195.000,1038.000,75.000,63.000,-3.000,0.000
682265.000,564157.000,48930.000,112753.000,52543.000,20106.000,12875.000,3297.000,78.000,51.000,56.000,0.000
163876.000,96503.000,19821.000,2341.000,9476.000,5418.000,2916.000,1465.000,57.000,48.000,44.000,0.000
188484.000,49909.000,20263.000,34370.000,55846.000,20633.000,6901.000,3630.000,40.000,37.000,89.000,0.000
270493.000,35439.000,53015.000,28720.000,46101.000,18456.000,11274.000,6204.000,44.000,35.000,6.000,0.000
1790215.000,305240.000,13814.000,22948.000,26130.000,13206.000,11391.000,5090.000,40.000,40.000,-72.000,0.000
1265214.000,220255.000,26077.000,24340.000,36693.000,84182.000,20007.000,6398.000,44.000,29.000,89.000,0.000
1236996.000,49411.000,38505.000,32467.000,24911.000,27542.000,9568.000,3451.000,63.000,27.000,73.000,0.000
296030.000,6302.000,6227.000,23195.000,2151.000,5465.000,2919.000,1613.000,64.000,34.000,-25.000,0.000
44457.000,143827.000,41822.000,41116.000,37944.000,22590.000,14595.000,3408.000,63.000,44.000,45.000,0.000
91182.000,48302.000,6656.000,11794.000,12100.000,6036.000,2365.000,820.000,74.000,61.000,-171.000,0.000
1633198.000,196634.000,88604.000,10210.000,55382.000,17898.000,19193.000,7972.000,60.000,67.000,52.000,0.000
154810.000,25536.000,6068.000,19359.000,8654.000,4108.000,2629.000,947.000,47.000,61.000,116.000,0.000
198394.000,140755.000,61073.000,92871.000,28857.000,22367.000,9531.000,4373.000,41.000,47.000,119.000,0.000
369559.000,148482.000,10003.000,29160.000,65858.000,13711.000,3780.000,2213.000,38.000,54.000,-600.000,0.000
2214997.000,275114.000,64642.000,32359.000,16523.000,25100.000,5123.000,3285.000,37.000,50.000,-57.000,0.000
348761.000,10182.000,4541.000,6238.000,3031.000,2259.000,666.000,1178.000,38.000,48.000,129.000,0.000
1387482.000,117171.000,27451.000,104939.000,17434.000,19331.000,7409.000,10504.000,40.000,48.000,122.000,0.000
161257.000,26075.000,1659.000,2000.000,771.000,1604.000,459.000,163.000,40.000,48.000,85.000,0.000
901476.000,32603.000,5962.000,2900.000,5332.000,5775.000,2588.000,3488.000,37.000,44.000,-315.000,0.000
2590394.000,51641.000,14468.000,32174.000,26754.000,14348.000,4054.000,2291.000,37.000,44.000,54.000,0.000
